id,name,latitude,longitude,departures,arrivals,combined,docks,launch
644,"Western Ave & Fillmore St (*)",41.868563,-87.686234,41,41,82,12,2018
582,"Phillips Ave & 83rd St",41.744531,-87.56506,40,40,80,11,2016
565,"Ashland Ave & 66th St",41.774074,-87.663815,35,35,70,7,2016
661,"Evanston Civic Center",42.057044,-87.686554,25,25,50,15,2018
664,"Leavitt St & Belmont Ave (*)",41.939354,-87.683282,22,22,44,16,2018
562,"Racine Ave & 61st St",41.783189,-87.654372,19,19,38,11,2016
646,"State St & 54th St",41.796642,-87.625923,17,17,34,11,2018
650,"Eggleston Ave & 69th St (*)",41.768898,-87.635876,15,15,30,12,2018
649,"Stewart Ave & 63rd St (*)",41.779835,-87.634774,5,5,10,12,2018
648,"Carpenter St & 63rd St",41.77987,-87.650919,2,2,4,7,2018
651,"Michigan Ave & 71st St",41.765286,-87.621748,1,1,2,7,2018
653,"Cornell Dr & Hayes Dr",41.780595,-87.584846,1,1,2,11,2018
